1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.722228 yylex_token: end at WS
1760719025.722232 yylex_token: --
1760719025.722235 yylex_token: end at WS
1760719025.722238 yylex_token: %%
1760719025.722242 cmd_parse_build_commands 0:0: bind
1760719025.722247 cmd_parse_build_commands 0:1: -N
1760719025.722250 cmd_parse_build_commands 0:2: Rename current session
1760719025.722254 cmd_parse_build_commands 0:3: $
1760719025.722258 cmd_parse_build_commands 0:4 0:0: command-prompt
1760719025.722262 cmd_parse_build_commands 0:4 0:1: -I#S
1760719025.722266 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1760719025.722269 cmd_parse_build_commands 0:4 0:2 0:1: --
1760719025.722273 cmd_parse_build_commands 0:4 0:2 0:2: %%
1760719025.722278 cmd_parse_build_commands 0:0: command-prompt
1760719025.722281 cmd_parse_build_commands 0:1: -I#S
1760719025.722285 cmd_parse_build_commands 0:2 0:0: rename-session
1760719025.722288 cmd_parse_build_commands 0:2 0:1: --
1760719025.722291 cmd_parse_build_commands 0:2 0:2: %%
1760719025.722295 cmd_parse_build_commands 0:0: rename-session
1760719025.722299 cmd_parse_build_commands 0:1: --
1760719025.722302 cmd_parse_build_commands 0:2: %%
1760719025.722306 args_parse_flags: next --
1760719025.722310 args_parse: flags end at 2 of 3
1760719025.722314 args_parse: 2 = %% (type STRING)
1760719025.722320 cmd_parse_build_commands: rename-session "%%"
1760719025.722323 args_parse_flags: next -I#S
1760719025.722327 args_parse_flag_argument: -I = #S
1760719025.722331 args_parse: flags end at 2 of 3
1760719025.722338 args_parse: 2 = rename-session "%%" (type COMMANDS)
1760719025.722345 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1760719025.722349 args_parse_flags: next -N
1760719025.722352 args_parse_flag_argument: -N = Rename current session
1760719025.722356 args_parse_flags: next $
1760719025.722359 args_parse: flags end at 3 of 5
1760719025.722363 args_parse: 3 = $ (type STRING)
1760719025.722369 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1760719025.722379 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1760719025.722384 cmdq_get_command: [bind-key/0x13b809f40] group 58
1760719025.722387 cmdq_append <global>: [bind-key/0x13b809f40]
1760719025.722391 yylex_token: end at WS
1760719025.722394 yylex_token: bind
1760719025.722398 yylex_token: end at WS
1760719025.722405 yylex_token: -N
1760719025.722409 yylex_token: end at WS
1760719025.722413 yylex_token: Split window horizontally
1760719025.722417 yylex_get_word: %
1760719025.722421 yylex_token: end at WS
1760719025.722424 yylex_token: split-window
1760719025.722428 yylex_token: end at WS
1760719025.722431 yylex_token: -h
1760719025.722436 cmd_parse_build_commands 0:0: bind
1760719025.722439 cmd_parse_build_commands 0:1: -N
1760719025.722443 cmd_parse_build_commands 0:2: Split window horizontally
1760719025.722446 cmd_parse_build_commands 0:3: %
1760719025.722450 cmd_parse_build_commands 0:4 0:0: split-window
1760719025.722454 cmd_parse_build_commands 0:4 0:1: -h
1760719025.722458 cmd_parse_build_commands 0:0: split-window
1760719025.722461 cmd_parse_build_commands 0:1: -h
1760719025.722465 args_parse_flags: next -h
1760719025.722469 args_parse_flags: -h
1760719025.722472 args_parse: flags end at 2 of 2
1760719025.722477 cmd_parse_build_commands: split-window -h
1760719025.722480 args_parse_flags: next -N
1760719025.722484 args_parse_flag_argument: -N = Split window horizontally
1760719025.722487 args_parse_flags: next %
1760719025.722491 args_parse: flags end at 3 of 5
1760719025.722494 args_parse: 3 = % (type STRING)
1760719025.722498 args_parse: 4 = split-window -h (type COMMANDS)
1760719025.722507 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1760719025.722511 cmdq_get_command: [bind-key/0x13b80a0d0] group 70
1760719025.722515 cmdq_append <global>: [bind-key/0x13b80a0d0]
1760719025.722519 yylex_token: end at WS
1760719025.722522 yylex_token: bind
1760719025.722525 yylex_token: end at WS
1760719025.722528 yylex_token: -N
1760719025.722532 yylex_token: end at WS
1760719025.722536 yylex_token: Kill current window
1760719025.722539 yylex_token: end at WS
1760719025.722542 yylex_token: &
1760719025.722546 yylex_token: end at WS
1760719025.722549 yylex_token: confirm-before
1760719025.722553 yylex_token: end at WS
1760719025.722556 yylex_token: -pkill-window #W? (y/n)
1760719025.722560 yylex_token: end at WS
1760719025.722564 yylex_token: kill-window
1760719025.722568 cmd_parse_build_commands 0:0: bind
1760719025.722571 cmd_parse_build_commands 0:1: -N
1760719025.722575 cmd_parse_build_commands 0:2: Kill current window
1760719025.722578 cmd_parse_build_commands 0:3: &
1760719025.722581 cmd_parse_build_commands 0:4 0:0: confirm-before
1760719025.722585 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1760719025.722589 cmd_parse_build_commands 0:4 0:2: kill-window
1760719025.722593 cmd_parse_build_commands 0:0: confirm-before
1760719025.722597 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1760719025.722600 cmd_parse_build_commands 0:2: kill-window
1760719025.722604 args_parse_flags: next -pkill-window #W? (y/n)
1760719025.722608 args_parse_flag_argument: -p = kill-window #W? (y/n)
1760719025.722611 args_parse_flags: next kill-window
1760719025.722614 args_parse: flags end at 2 of 3
1760719025.722618 args_parse: 2 = kill-window (type STRING)
1760719025.722625 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1760719025.722629 args_parse_flags: next -N
1760719025.722633 args_parse_flag_argument: -N = Kill current window
1760719025.722637 args_parse_flags: next &
1760719025.722640 args_parse: flags end at 3 of 5
1760719025.722644 args_parse: 3 = & (type STRING)
1760719025.722651 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1760719025.722660 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1760719025.722665 cmdq_get_command: [bind-key/0x13b80a690] group 78
1760719025.722668 cmdq_append <global>: [bind-key/0x13b80a690]
1760719025.722671 yylex_token: end at WS
1760719025.722674 yylex_token: bind
1760719025.722676 yylex_token: end at WS
1760719025.722678 yylex_token: -N
1760719025.722682 yylex_token: end at WS
1760719025.722685 yylex_token: Prompt for window index to select
1760719025.722687 yylex_token: end at WS
1760719025.722695 yylex_token: '
1760719025.722698 yylex_token: end at WS
1760719025.722700 yylex_token: command-prompt
1760719025.722703 yylex_token: end at WS
1760719025.722705 yylex_token: -T
1760719025.722708 yylex_token: end at WS
1760719025.722711 yylex_token: window-target
1760719025.722713 yylex_token: end at WS
1760719025.722716 yylex_token: -pindex
1760719025.722719 yylex_token: end at WS
1760719025.722721 yylex_token: select-window
1760719025.722724 yylex_token: end at WS
1760719025.722726 yylex_token: -t
1760719025.722728 yylex_token: end at WS
1760719025.722732 yylex_token: :%%
1760719025.722737 cmd_parse_build_commands 0:0: bind
1760719025.722740 cmd_parse_build_commands 0:1: -N
1760719025.722742 cmd_parse_build_commands 0:2: Prompt for window index to select
1760719025.722745 cmd_parse_build_commands 0:3: '
1760719025.722748 cmd_parse_build_commands 0:4 0:0: command-prompt
1760719025.722752 cmd_parse_build_commands 0:4 0:1: -T
1760719025.722754 cmd_parse_build_commands 0:4 0:2: window-target
1760719025.722757 cmd_parse_build_commands 0:4 0:3: -pindex
1760719025.722759 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1760719025.722762 cmd_parse_build_commands 0:4 0:4 0:1: -t
1760719025.722765 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1760719025.722768 cmd_parse_build_commands 0:0: command-prompt
1760719025.722771 cmd_parse_build_commands 0:1: -T
1760719025.722773 cmd_parse_build_commands 0:2: window-target
1760719025.722776 cmd_parse_build_commands 0:3: -pindex
1760719025.722778 cmd_parse_build_commands 0:4 0:0: select-window
1760719025.722781 cmd_parse_build_commands 0:4 0:1: -t
1760719025.722783 cmd_parse_build_commands 0:4 0:2: :%%
1760719025.722787 cmd_parse_build_commands 0:0: select-window
1760719025.722789 cmd_parse_build_commands 0:1: -t
1760719025.722792 cmd_parse_build_commands 0:2: :%%
1760719025.722796 args_parse_flags: next -t
1760719025.722798 args_parse_flag_argument: -t = :%%
1760719025.722801 args_parse: flags end at 3 of 3
1760719025.722806 cmd_parse_build_commands: select-window -t ":%%"
1760719025.722808 args_parse_flags: next -T
1760719025.722811 args_parse_flag_argument: -T = window-target
1760719025.722814 args_parse_flags: next -pindex
1760719025.722816 args_parse_flag_argument: -p = index
1760719025.722819 args_parse: flags end at 4 of 5
1760719025.722823 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1760719025.722831 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1760719025.722834 args_parse_flags: next -N
1760719025.722837 args_parse_flag_argument: -N = Prompt for window index to select
1760719025.722840 args_parse_flags: next '
1760719025.722842 args_parse: flags end at 3 of 5
1760719025.722845 args_parse: 3 = ' (type STRING)
1760719025.722852 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1760719025.722863 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1760719025.722868 cmdq_get_command: [bind-key/0x13b80aa00] group 86
1760719025.722870 cmdq_append <global>: [bind-key/0x13b80aa00]
1760719025.722873 yylex_token: end at WS
1760719025.722876 yylex_token: bind
1760719025.722878 yylex_token: end at WS
1760719025.722881 yylex_token: -N
1760719025.722884 yylex_token: end at WS
1760719025.722887 yylex_token: Switch to previous client
1760719025.722889 yylex_token: end at WS
1760719025.722891 yylex_token: (
1760719025.722894 yylex_token: end at WS
1760719025.722897 yylex_token: switch-client
1760719025.722899 yylex_token: end at WS
1760719025.722902 yylex_token: -p
1760719025.722905 cmd_parse_build_commands 0:0: bind
1760719025.722907 cmd_parse_build_commands 0:1: -N
1760719025.722910 cmd_parse_build_commands 0:2: Switch to previous client
1760719025.722912 cmd_parse_build_commands 0:3: (
1760719025.722915 cmd_parse_build_commands 0:4 0:0: switch-client
1760719025.722917 cmd_parse_build_commands 0:4 0:1: -p
1760719025.722921 cmd_parse_build_commands 0:0: switch-client
1760719025.722927 cmd_parse_build_commands 0:1: -p
1760719025.722931 args_parse_flags: next -p
1760719025.722934 args_parse_flags: -p
1760719025.722936 args_parse: flags end at 2 of 2
1760719025.722940 cmd_parse_build_commands: switch-client -p
1760719025.722942 args_parse_flags: next -N
1760719025.722945 args_parse_flag_argument: -N = Switch to previous client
1760719025.722947 args_parse_flags: next (
1760719025.722950 args_parse: flags end at 3 of 5
1760719025.722952 args_parse: 3 = ( (type STRING)
1760719025.722956 args_parse: 4 = switch-client -p (type COMMANDS)
1760719025.722963 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1760719025.722967 cmdq_get_command: [bind-key/0x13b80b1b0] group 98
1760719025.722969 cmdq_append <global>: [bind-key/0x13b80b1b0]
1760719025.722972 yylex_token: end at WS
1760719025.722974 yylex_token: bind
1760719025.722977 yylex_token: end at WS
1760719025.722979 yylex_token: -N
1760719025.722983 yylex_token: end at WS
1760719025.722985 yylex_token: Switch to next client
1760719025.722988 yylex_token: end at WS
1760719025.722990 yylex_token: )
1760719025.722993 yylex_token: end at WS
1760719025.722995 yylex_token: switch-client
1760719025.722998 yylex_token: end at WS
1760719025.723000 yylex_token: -n
1760719025.723003 cmd_parse_build_commands 0:0: bind
1760719025.723006 cmd_parse_build_commands 0:1: -N
1760719025.723008 cmd_parse_build_commands 0:2: Switch to next client
1760719025.723011 cmd_parse_build_commands 0:3: )
1760719025.723013 cmd_parse_build_commands 0:4 0:0: switch-client
1760719025.723016 cmd_parse_build_commands 0:4 0:1: -n
1760719025.723019 cmd_parse_build_commands 0:0: switch-client
1760719025.723022 cmd_parse_build_commands 0:1: -n
1760719025.723026 args_parse_flags: next -n
1760719025.723028 args_parse_flags: -n
1760719025.723031 args_parse: flags end at 2 of 2
1760719025.723034 cmd_parse_build_commands: switch-client -n
1760719025.723037 args_parse_flags: next -N
1760719025.723039 args_parse_flag_argument: -N = Switch to next client
1760719025.723042 args_parse_flags: next )
1760719025.723044 args_parse: flags end at 3 of 5
1760719025.723047 args_parse: 3 = ) (type STRING)
1760719025.723050 args_parse: 4 = switch-client -n (type COMMANDS)
1760719025.723057 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1760719025.723061 cmdq_get_command: [bind-key/0x13b80b460] group 106
1760719025.723064 cmdq_append <global>: [bind-key/0x13b80b460]
1760719025.723066 yylex_token: end at WS
1760719025.723069 yylex_token: bind
1760719025.723071 yylex_token: end at WS
1760719025.723074 yylex_token: -N
1760719025.723077 yylex_token: end at WS
1760719025.723079 yylex_token: Rename current window
1760719025.723082 yylex_token: end at WS
1760719025.723084 yylex_token: ,
1760719025.723087 yylex_token: end at WS
1760719025.723090 yylex_token: command-prompt
1760719025.723092 yylex_token: end at WS
1760719025.723095 yylex_token: -I#W
1760719025.723097 yylex_token: end at WS
1760719025.723100 yylex_token: rename-window
1760719025.723102 yylex_token: end at WS
1760719025.723105 yylex_token: --
1760719025.723107 yylex_token: end at WS
1760719025.723109 yylex_token: %%
1760719025.723113 cmd_parse_build_commands 0:0: bind
1760719025.723115 cmd_parse_build_commands 0:1: -N
1760719025.723118 cmd_parse_build_commands 0:2: Rename current window
1760719025.723120 cmd_parse_build_commands 0:3: ,
1760719025.723123 cmd_parse_build_commands 0:4 0:0: command-prompt
1760719025.723125 cmd_parse_build_commands 0:4 0:1: -I#W
1760719025.723128 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1760719025.723131 cmd_parse_build_commands 0:4 0:2 0:1: --
1760719025.723133 cmd_parse_build_commands 0:4 0:2 0:2: %%
1760719025.723137 cmd_parse_build_commands 0:0: command-prompt
1760719025.723139 cmd_parse_build_commands 0:1: -I#W
1760719025.723142 cmd_parse_build_commands 0:2 0:0: rename-window
1760719025.723144 cmd_parse_build_commands 0:2 0:1: --
1760719025.723147 cmd_parse_build_commands 0:2 0:2: %%
1760719025.723150 cmd_parse_build_commands 0:0: rename-window
1760719025.723156 cmd_parse_build_commands 0:1: --
1760719025.723159 cmd_parse_build_commands 0:2: %%
1760719025.723162 args_parse_flags: next --
1760719025.723165 args_parse: flags end at 2 of 3
1760719025.723167 args_parse: 2 = %% (type STRING)
1760719025.723172 cmd_parse_build_commands: rename-window "%%"
1760719025.723174 args_parse_flags: next -I#W
1760719025.723177 args_parse_flag_argument: -I = #W
1760719025.723180 args_parse: flags end at 2 of 3
1760719025.723183 args_parse: 2 = rename-window "%%" (type COMMANDS)
1760719025.723189 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1760719025.723192 args_parse_flags: next -N
1760719025.723195 args_parse_flag_argument: -N = Rename current window
1760719025.723197 args_parse_flags: next ,
1760719025.723200 args_parse: flags end at 3 of 5
1760719025.723202 args_parse: 3 = , (type STRING)
1760719025.723208 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1760719025.723217 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1760719025.723221 cmdq_get_command: [bind-key/0x13b80b710] group 114
1760719025.723223 cmdq_append <global>: [bind-key/0x13b80b710]
1760719025.723226 yylex_token: end at WS
1760719025.723229 yylex_token: bind
1760719025.723231 yylex_token: end at WS
1760719025.723234 yylex_token: -N
1760719025.723237 yylex_token: end at WS
1760719025.723240 yylex_token: Delete the most recent paste buffer
1760719025.723243 yylex_token: end at WS
1760719025.723245 yylex_token: -
1760719025.723248 yylex_token: end at WS
1760719025.723251 yylex_token: delete-buffer
1760719025.723254 cmd_parse_build_commands 0:0: bind
1760719025.723257 cmd_parse_build_commands 0:1: -N
1760719025.723259 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1760719025.723262 cmd_parse_build_commands 0:3: -
1760719025.723264 cmd_parse_build_commands 0:4 0:0: delete-buffer
1760719025.723268 cmd_parse_build_commands 0:0: delete-buffer
1760719025.723271 args_parse: flags end at 1 of 1
1760719025.723275 cmd_parse_build_commands: delete-buffer
1760719025.723277 args_parse_flags: next -N
1760719025.723280 args_parse_flag_argument: -N = Delete the most recent paste buffer
1760719025.723282 args_parse_flags: next -
1760719025.723285 args_parse: flags end at 3 of 5
1760719025.723288 args_parse: 3 = - (type STRING)
1760719025.723291 args_parse: 4 = delete-buffer (type COMMANDS)
1760719025.723299 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1760719025.723302 cmdq_get_command: [bind-key/0x13b80be40] group 126
1760719025.723305 cmdq_append <global>: [bind-key/0x13b80be40]
1760719025.723307 yylex_token: end at WS
1760719025.723310 yylex_token: bind
1760719025.723312 yylex_token: end at WS
1760719025.723314 yylex_token: -N
1760719025.723317 yylex_token: end at WS
1760719025.723320 yylex_token: Move the current window
1760719025.723322 yylex_token: end at WS
1760719025.723324 yylex_token: .
1760719025.723327 yylex_token: end at WS
1760719025.723329 yylex_token: command-prompt
1760719025.723331 yylex_token: end at WS
1760719025.723333 yylex_token: -T
1760719025.723336 yylex_token: end at WS
1760719025.723338 yylex_token: target
1760719025.723341 yylex_token: end at WS
1760719025.723343 yylex_token: move-window
1760719025.723345 yylex_token: end at WS
1760719025.723347 yylex_token: -t
1760719025.723349 yylex_token: end at WS
1760719025.723352 yylex_token: %%
1760719025.723355 cmd_parse_build_commands 0:0: bind
1760719025.723357 cmd_parse_build_commands 0:1: -N
1760719025.723359 cmd_parse_build_commands 0:2: Move the current window
1760719025.723362 cmd_parse_build_commands 0:3: .
1760719025.723364 cmd_parse_build_commands 0:4 0:0: command-prompt
1760719025.723367 cmd_parse_build_commands 0:4 0:1: -T
1760719025.723369 cmd_parse_build_commands 0:4 0:2: target
1760719025.723372 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1760719025.723374 cmd_parse_build_commands 0:4 0:3 0:1: -t
1760719025.723376 cmd_parse_build_commands 0:4 0:3 0:2: %%
1760719025.723383 cmd_parse_build_commands 0:0: command-prompt
1760719025.723385 cmd_parse_build_commands 0:1: -T
1760719025.723388 cmd_parse_build_commands 0:2: target
1760719025.723390 cmd_parse_build_commands 0:3 0:0: move-window
1760719025.723393 cmd_parse_build_commands 0:3 0:1: -t
